생년월일,연령,성별,휴대폰번호,이메일,주소,아이디,가입일,차량구분,구매한제품,친환경차,제품구매날짜,거래금액,거래방식,제품구매빈도,제품구매경로,제품출시년월,지역,고객세그먼트,Cluster
1973-01-19,52,여,1 (831) 129-0472,allendestiny@hartman.com,부산광역시 동래구 충렬대로 237,user332815,2025-02-06,준중형 세단,Sonet,False,2025-02-26,61346689,현금,2,온라인,2021-03,캐나다,1,4
1967-01-21,58,여,(960) 045-1266 x497,patricia37@hotmail.com,서울특별시 종로구 종로1길 36,user189323,2024-11-22,소형 해치백,Seltos,False,2024-11-23,43199288,현금,4,온라인,2018-12,캐나다,0,3
1997-07-28,28,여,667.110.0798,kathybuck@medina.com,충청북도 청주시 상당구 상당로 82,user359717,2024-10-19,준대형 SUV,Rio(pride),False,2024-11-04,41113229,계좌이체,3,온라인,2023-12,캐나다,0,3
1990-03-20,35,여,+1 (235) 734-6232,keithwise@hotmail.com,인천광역시 부평구 부평대로 88,user902967,2024-03-18,준중형 해치백,K4,False,2024-04-01,27949967,계좌이체,1,온라인,2018-03,캐나다,3,1
1998-02-22,27,여,(368) 910-0872 x924,zharris@calderon.com,충청북도 청주시 상당구 상당로 82,user152725,2025-02-22,중형 SUV,KX5,False,2025-03-24,61955172,현금,3,온라인,2019-11,캐나다,1,4
1984-10-29,41,여,1 (380) 997-4164,andrewzuniga@hotmail.com,제주특별자치도 제주시 중앙로 230,user462291,2024-07-09,중형 SUV,KX1,False,2024-07-20,60465148,계좌이체,3,온라인,2023-07,캐나다,1,4
1987-04-22,38,남,+1 (123) 812-7784,jsaunders@horton.info,전라북도 군산시 백릉로 300,user778545,2024-06-27,소형 해치백,KX3,False,2024-07-13,33147912,현금,1,오프라인,2021-09,캐나다,2,0
1964-12-28,61,여,253 248 4059,lbeasley@gmail.com,세종특별자치시 나성북로 21,user421025,2025-01-30,중형 SUV,Carens MPV,False,2025-02-14,28727425,신용카드,1,온라인,2018-01,캐나다,2,2
1966-01-08,59,여,1-195-168-0405,triciarosario@ferguson.com,제주특별자치도 제주시 중앙로 230,user806168,2024-11-03,준중형 해치백,Forte,False,2024-11-15,22936722,계좌이체,1,오프라인,2020-05,캐나다,3,1
1985-07-27,40,남,943-737-1256,smithjohnathan@roberts.com,서울특별시 종로구 종로1길 36,user592489,2025-01-05,중형 세단,KX1,False,2025-01-08,48470702,계좌이체,2,오프라인,2020-07,캐나다,1,5
1992-01-17,33,남,557-691-2013 x583,toniarmstrong@ellison.org,부산광역시 동래구 충렬대로 237,user694124,2025-03-07,준중형 세단,Zhipao,False,2025-03-08,48741692,신용카드,3,온라인,2020-10,캐나다,0,3
1981-09-25,44,여,933.179.4623,achen@bond.com,광주광역시 서구 상무중앙로 75,user371042,2024-10-31,픽업트럭,Syros,False,2024-11-13,38787598,신용카드,2,온라인,2020-06,캐나다,2,2
1991-01-13,34,여,1 (811) 332-7449,wilsonkevin@hotmail.com,충청남도 천안시 서북구 불당로 48,user998033,2025-01-16,준대형 세단,Carens MPV,False,2025-02-06,45578658,신용카드,4,오프라인,2020-09,캐나다,0,3
1966-01-05,59,여,992.988.0928,williamsmichael@daniels.org,전라남도 목포시 하당로 110,user746054,2024-04-13,소형 해치백,KX3,False,2024-04-27,40082549,현금,1,온라인,2018-12,캐나다,2,2
1980-04-07,45,남,1-762-538-4436,kaitlynking@gmail.com,제주특별자치도 제주시 중앙로 230,user550810,2023-08-04,중형 SUV,Sportage,False,2023-08-18,27564918,신용카드,3,오프라인,2022-04,캐나다,2,0
1973-07-07,52,남,(381) 982-6425 x826,donna86@gmail.com,경상북도 포항시 남구 중앙로 210,user851137,2024-06-08,중형 SUV,Syros,False,2024-06-14,32033736,계좌이체,1,오프라인,2020-03,캐나다,3,1
1969-10-07,56,남,213-979-6727 x704,tara24@saunders.org,광주광역시 서구 상무중앙로 75,user998565,2024-09-23,소형 해치백,EV6,True,2024-10-18,48663545,현금,1,오프라인,2019-03,캐나다,1,5
1994-08-07,31,남,(736) 234-2528,powellshannon@yahoo.com,경상남도 진주시 진주대로 500,user256163,2023-02-04,대형 SUV,EV9,True,2023-02-08,41648167,계좌이체,5,오프라인,2020-09,캐나다,0,3
1991-03-08,34,여,(337) 067-9104,lisa98@yahoo.com,대전광역시 서구 둔산대로 117,user229158,2024-01-04,준중형 해치백,Syros,False,2024-01-24,23392090,신용카드,5,오프라인,2021-01,캐나다,0,3
1983-07-07,42,여,1 (689) 453-2843,shawn15@hotmail.com,충청북도 청주시 상당구 상당로 82,user751349,2025-02-27,준중형 세단,Zhipao,False,2025-03-05,46629721,신용카드,3,온라인,2021-10,캐나다,0,3
1988-05-08,37,남,+1 (726) 585-9625,smithmarco@velasquez.org,울산광역시 남구 삼산로 198,user465988,2024-02-15,준대형 세단,Cerato,False,2024-03-07,50521350,신용카드,4,온라인,2022-08,캐나다,0,3
1995-10-31,30,여,(914) 464-9459 x924,huangryan@yahoo.com,충청남도 천안시 서북구 불당로 48,user686685,2024-07-19,중형 SUV,Seltos,False,2024-07-20,22661114,현금,1,오프라인,2020-09,캐나다,2,2
1991-04-13,34,남,295 230 5305,troymason@nguyen.com,전라남도 목포시 하당로 110,user135981,2024-10-14,픽업트럭,EV6,True,2024-11-06,48057921,현금,3,온라인,2021-12,캐나다,0,3
1995-08-11,30,여,177-574-0936,donald11@kim.biz,울산광역시 남구 삼산로 198,user893433,2023-04-05,중형 SUV,Rio(pride),False,2023-05-01,36358904,신용카드,2,오프라인,2021-01,캐나다,2,2
1997-08-07,28,여,961-386-7293 x835,michael12@hotmail.com,경상남도 진주시 진주대로 500,user125775,2022-11-23,중형 세단,Telluride,False,2022-12-20,44463707,현금,2,오프라인,2019-05,캐나다,2,2
1997-07-06,28,여,939.386.3085,becky98@gibbs.com,제주특별자치도 제주시 중앙로 230,user374815,2024-09-05,중형 SUV,C'eed,False,2024-09-09,47724050,현금,2,온라인,2022-03,캐나다,1,4
1966-07-30,59,남,1-211-905-0783,iguzman@gonzalez.info,대구광역시 달서구 월배로 200,user671772,2024-06-24,준중형 해치백,EV6,True,2024-07-05,20574224,신용카드,1,오프라인,2021-03,캐나다,2,0
1992-10-06,33,여,(574) 762-6618,dcalderon@chandler.com,경기도 고양시 일산동구 중앙로 1036,user669788,2024-09-04,준중형 SUV,Carnival,False,2024-09-13,25589980,현금,1,오프라인,2023-12,캐나다,2,2
1965-08-16,60,남,929-146-7260,jonespeter@yahoo.com,경상남도 진주시 진주대로 500,user996521,2024-09-20,중형 SUV,Syros,False,2024-10-18,45920331,계좌이체,1,온라인,2022-09,캐나다,3,1
1994-02-11,31,여,+1 (418) 182-8310,candicegrant@jones.com,부산광역시 동래구 충렬대로 237,user151167,2025-03-06,대형 SUV,Carnival,False,2025-03-22,19596790,신용카드,6,오프라인,2021-09,캐나다,0,3
1983-07-19,42,남,986-309-3645,rgarza@yahoo.com,제주특별자치도 제주시 중앙로 230,user572051,2023-10-31,중형 SUV,K4,False,2023-11-15,52927347,현금,4,오프라인,2023-03,캐나다,0,3
1993-10-23,32,남,166.033.3979,vdavis@yahoo.com,경상남도 진주시 진주대로 500,user802684,2023-10-03,중형 세단,Pegas,False,2023-10-28,34308990,현금,3,오프라인,2018-07,캐나다,0,3
1972-04-14,53,여,475 092 4487,tammyellis@hotmail.com,대구광역시 달서구 월배로 200,user247254,2024-12-07,준대형 세단,EV5,True,2024-12-27,43846225,계좌이체,1,오프라인,2022-01,캐나다,3,1
1970-11-17,55,여,+1 (672) 969-1360,josephwhite@costa.org,세종특별자치시 나성북로 21,user241099,2024-04-28,준대형 세단,Syros,False,2024-05-17,28332624,신용카드,4,온라인,2021-04,캐나다,0,3
1981-05-24,44,남,1 (425) 241-6166,kristenhudson@gmail.com,전라북도 군산시 백릉로 300,user322279,2024-12-25,준중형 SUV,Optima / K5,False,2024-12-26,38453569,신용카드,1,온라인,2019-01,캐나다,2,0
1971-12-02,54,여,(420) 313-3103,jenniferhall@yahoo.com,인천광역시 부평구 부평대로 88,user106780,2024-05-08,준중형 세단,Carnival,False,2024-05-26,47825798,계좌이체,2,온라인,2022-05,캐나다,3,1
1998-05-11,27,여,353 077 6013,jesse14@hotmail.com,강원도 춘천시 중앙로 123,user136407,2024-08-22,준중형 SUV,K3,False,2024-09-04,57155472,현금,1,오프라인,2022-12,캐나다,1,4
1988-03-12,37,남,1 (414) 690-6153,leecorey@gmail.com,충청북도 청주시 상당구 상당로 82,user383481,2022-04-11,대형 SUV,Rio(pride),False,2022-04-16,47251705,현금,1,온라인,2022-02,캐나다,1,5
1990-08-05,35,여,(386) 499-9279,deannafleming@hotmail.com,충청북도 청주시 상당구 상당로 82,user365144,2024-10-16,준대형 SUV,Optima / K5,False,2024-11-12,60346330,현금,2,오프라인,2023-04,캐나다,1,4
1995-06-10,30,남,167 890 4422,qhoffman@hotmail.com,경기도 고양시 일산동구 중앙로 1036,user818772,2024-11-22,중형 세단,C'eed CUV,False,2024-11-27,29303553,신용카드,4,오프라인,2022-01,캐나다,0,3
1978-04-10,47,남,802.511.7353,tmarsh@gmail.com,전라북도 군산시 백릉로 300,user304059,2023-04-12,준중형 SUV,Seltos,False,2023-04-13,51737987,계좌이체,1,오프라인,2022-10,캐나다,1,5
1965-07-19,60,남,493-738-0338,russoian@hotmail.com,울산광역시 남구 삼산로 198,user745208,2024-12-21,픽업트럭,Sonet,False,2024-12-27,61422989,신용카드,3,오프라인,2019-12,캐나다,1,5
1965-08-01,60,남,+1 (342) 772-5947,ruth27@andrade.com,울산광역시 남구 삼산로 198,user747337,2024-06-27,중형 세단,C'eed CUV,False,2024-07-01,52909679,계좌이체,1,오프라인,2022-08,캐나다,1,5
1989-04-17,36,여,1 (318) 814-3133,domingueztara@sims.com,울산광역시 남구 삼산로 198,user147440,2023-04-29,준중형 세단,Rio(pride),False,2023-05-27,42749824,계좌이체,1,온라인,2019-11,캐나다,3,1
1994-04-09,31,남,373-433-2722,christinabates@ford.com,경상북도 포항시 남구 중앙로 210,user688444,2025-03-19,소형 해치백,Cerato,False,2025-03-30,55319506,현금,1,온라인,2023-06,캐나다,1,5
1995-06-17,30,여,1 (364) 346-8207,smithjason@hotmail.com,경상북도 포항시 남구 중앙로 210,user196035,2024-11-29,중형 SUV,Cerato,False,2024-12-27,20312108,신용카드,2,오프라인,2022-04,캐나다,2,2
1979-10-25,46,여,+1 (232) 420-3667,anthonyyang@yahoo.com,전라북도 군산시 백릉로 300,user235126,2024-11-09,준중형 SUV,Syros,False,2024-12-07,51441813,신용카드,2,온라인,2021-08,캐나다,1,4
1989-12-09,36,남,(531) 748-2768 x101,hernandezmatthew@ramos.org,충청남도 천안시 서북구 불당로 48,user827723,2023-09-09,중형 SUV,EV9,True,2023-09-27,21670822,현금,1,오프라인,2021-02,캐나다,2,0
1990-05-18,35,여,(921) 243-2093 x173,donnagood@hicks-cunningham.com,강원도 춘천시 중앙로 123,user949735,2024-06-06,준대형 SUV,K4,False,2024-06-10,45911888,신용카드,3,오프라인,2018-05,캐나다,0,3
1987-05-12,38,여,(993) 842-6400,griffinjacob@gmail.com,부산광역시 동래구 충렬대로 237,user995266,2025-02-16,소형 해치백,EV5,True,2025-02-17,33935784,현금,1,오프라인,2020-07,캐나다,2,2
1991-07-27,34,여,(452) 776-4264,ojones@guzman.info,경기도 고양시 일산동구 중앙로 1036,user613671,2025-02-15,중형 세단,Rio(pride),False,2025-03-11,60528860,신용카드,1,오프라인,2018-09,캐나다,1,4
1980-11-04,45,여,(258) 512-9906 x500,angela28@hotmail.com,세종특별자치시 나성북로 21,user302040,2024-11-26,소형 해치백,Zhipao,False,2024-12-04,32632274,신용카드,1,온라인,2021-09,캐나다,2,2
1989-04-09,36,남,478-343-4838,aaronramos@gmail.com,강원도 춘천시 중앙로 123,user806657,2023-06-05,준대형 세단,C'eed,False,2023-06-12,35978783,신용카드,1,온라인,2018-01,캐나다,2,0
1973-11-01,52,남,931.910.7527,allisoncampbell@yahoo.com,대구광역시 달서구 월배로 200,user356048,2024-11-19,준중형 세단,K3,False,2024-11-28,65206206,신용카드,3,온라인,2023-05,캐나다,1,5
1987-06-20,38,남,+1 (917) 182-3273,todom@ruiz.com,전라남도 목포시 하당로 110,user109560,2023-04-18,준중형 세단,Zhipao,False,2023-04-19,33399080,계좌이체,3,오프라인,2018-10,캐나다,3,1
1998-02-14,27,여,1-788-190-9607,margaret56@brown-hughes.net,광주광역시 서구 상무중앙로 75,user861888,2024-10-12,픽업트럭,KX7,False,2024-11-07,42322812,신용카드,1,온라인,2020-10,캐나다,2,2
1978-10-05,47,여,573.090.1913,williamsjeremy@hotmail.com,경기도 고양시 일산동구 중앙로 1036,user728631,2024-05-17,준대형 세단,Carnival,False,2024-06-07,53553933,현금,1,오프라인,2020-08,캐나다,1,4
1998-11-02,27,남,328.861.4980,sandra45@yahoo.com,대전광역시 서구 둔산대로 117,user560008,2024-10-27,픽업트럭,Rio(pride),False,2024-10-30,30105340,계좌이체,3,온라인,2021-10,캐나다,3,1
1964-12-01,61,남,1 (694) 444-0565,gilbertpaula@gmail.com,경기도 고양시 일산동구 중앙로 1036,user850948,2025-02-11,대형 세단,Pegas,False,2025-03-11,33957635,현금,2,오프라인,2023-05,캐나다,2,0
1988-04-29,37,남,1-102-772-3489,gortega@jones.com,강원도 춘천시 중앙로 123,user480742,2024-07-13,대형 세단,Optima / K5,False,2024-07-30,20381055,계좌이체,1,온라인,2020-06,캐나다,3,1
1965-08-22,60,남,+1 (647) 242-2131,flowersashlee@gmail.com,서울특별시 종로구 종로1길 36,user719153,2024-12-26,준중형 해치백,Carnival,False,2025-01-04,36026460,신용카드,3,온라인,2020-09,캐나다,0,3
1980-10-08,45,남,424 901 7936,steven40@hotmail.com,광주광역시 서구 상무중앙로 75,user525519,2024-09-09,준대형 SUV,KX7,False,2024-09-26,55862038,현금,4,온라인,2023-04,캐나다,0,3
1969-10-21,56,남,761-214-3002 x830,sneal@gmail.com,강원도 춘천시 중앙로 123,user162595,2025-02-14,준대형 SUV,Cerato,False,2025-02-26,40061329,신용카드,1,오프라인,2021-08,캐나다,2,0
1980-12-09,45,남,(216) 747-4276 x855,jdawson@hotmail.com,서울특별시 종로구 종로1길 36,user482935,2025-02-26,준중형 세단,Zhipao,False,2025-03-26,63318909,계좌이체,1,온라인,2020-12,캐나다,1,5
1998-04-05,27,남,300-691-8434 x517,iwallace@hotmail.com,경상북도 포항시 남구 중앙로 210,user172958,2025-01-30,대형 세단,Pegas,False,2025-03-01,43379194,계좌이체,3,온라인,2022-10,캐나다,0,3
1979-03-13,46,여,145 265 6284,fpowers@yahoo.com,전라북도 군산시 백릉로 300,user711773,2024-07-15,중형 SUV,Carens MPV,False,2024-07-26,32740893,신용카드,1,온라인,2023-08,캐나다,2,2
1971-09-29,54,여,1 (634) 130-1672,ostanton@armstrong.com,경상북도 포항시 남구 중앙로 210,user360891,2023-12-30,준중형 세단,K4,False,2023-12-31,42421397,계좌이체,1,온라인,2019-04,캐나다,3,1
1981-02-10,44,여,1 (945) 255-3622,shawnduffy@davis-smith.net,부산광역시 동래구 충렬대로 237,user440860,2022-07-08,대형 세단,C'eed CUV,False,2022-07-12,67125838,현금,1,온라인,2022-10,캐나다,1,4
1986-10-01,39,여,941-215-0684,parkerjulie@holloway.com,충청북도 청주시 상당구 상당로 82,user736669,2024-05-09,준중형 해치백,Optima / K5,False,2024-06-07,48113854,신용카드,3,온라인,2019-10,캐나다,0,3
1997-11-26,28,남,272-729-7440,hamiltonalec@smith-hamilton.com,경상남도 진주시 진주대로 500,user381800,2025-02-15,준중형 SUV,Pegas,False,2025-03-04,33218362,신용카드,1,온라인,2023-05,캐나다,2,0
1988-10-17,37,남,376 106 5087,hoffmanisabel@whitaker.com,제주특별자치도 제주시 중앙로 230,user856250,2025-03-25,중형 SUV,K4,False,2025-03-29,50418878,신용카드,1,오프라인,2018-04,캐나다,1,5
1991-06-08,34,남,(643) 716-4061 x294,gomezstephanie@dennis-salinas.com,경상남도 진주시 진주대로 500,user427999,2025-01-11,소형 해치백,KX5,False,2025-01-23,48641229,현금,1,온라인,2022-10,캐나다,1,5
1972-04-13,53,여,800.717.9170,jennifercastro@gmail.com,충청남도 천안시 서북구 불당로 48,user826993,2024-02-29,중형 세단,K2,False,2024-03-21,43840479,현금,3,오프라인,2019-02,캐나다,0,3
1986-01-14,39,여,311-637-0395 x483,jamiecoleman@hotmail.com,부산광역시 동래구 충렬대로 237,user917647,2024-04-25,준중형 SUV,Zhipao,False,2024-04-29,37866446,신용카드,1,온라인,2019-12,캐나다,2,2
1968-09-16,57,남,278-170-3145 x189,rcastillo@hotmail.com,인천광역시 부평구 부평대로 88,user575703,2024-12-11,준중형 세단,EV5,True,2025-01-01,48655042,현금,2,온라인,2019-12,캐나다,1,5
1966-04-01,59,남,114-884-6606 x124,yshaw@gmail.com,대전광역시 서구 둔산대로 117,user925019,2024-01-18,중형 SUV,EV5,True,2024-01-23,62846603,계좌이체,2,오프라인,2018-08,캐나다,1,5
1974-10-09,51,여,1 (990) 071-0972,snyderpatrick@hotmail.com,대구광역시 달서구 월배로 200,user603535,2024-01-20,픽업트럭,C'eed,False,2024-01-21,61808883,계좌이체,1,오프라인,2020-03,캐나다,1,4
1993-04-08,32,여,565-817-9948 x995,rachel79@gmail.com,서울특별시 종로구 종로1길 36,user194988,2023-11-30,준중형 해치백,EV9,True,2023-12-19,23300653,신용카드,4,오프라인,2021-08,캐나다,0,3
1999-04-08,26,남,1-906-350-8786,ndixon@yahoo.com,인천광역시 부평구 부평대로 88,user491613,2024-10-02,소형 해치백,Seltos,False,2024-10-26,60889872,계좌이체,1,오프라인,2018-02,캐나다,1,5
1984-08-12,41,여,+1 (291) 627-3083,stricklandkatie@sullivan.com,경상북도 포항시 남구 중앙로 210,user267726,2024-09-16,준중형 SUV,Telluride,False,2024-09-29,31916500,신용카드,1,온라인,2020-06,캐나다,2,2
1980-12-20,45,여,+1 (653) 339-0296,ryan13@perez.biz,대구광역시 달서구 월배로 200,user158112,2023-11-19,대형 SUV,Seltos,False,2023-11-25,38835443,계좌이체,1,온라인,2022-08,캐나다,3,1
1995-09-02,30,여,979-515-2709,teresasmith@lee-peters.biz,대구광역시 달서구 월배로 200,user960741,2025-01-18,중형 세단,Carnival,False,2025-02-16,52747358,현금,4,오프라인,2023-08,캐나다,0,3
1992-04-08,33,여,+1 (284) 542-7722,larry38@yahoo.com,충청북도 청주시 상당구 상당로 82,user934388,2023-06-19,소형 해치백,EV9,True,2023-06-25,44099731,신용카드,1,오프라인,2018-12,캐나다,2,2
1972-09-21,53,남,768-415-1700 x069,wpalmer@dixon.com,전라남도 목포시 하당로 110,user472023,2024-09-10,대형 세단,KX5,False,2024-10-05,32554550,현금,1,온라인,2023-10,캐나다,2,0
1974-12-08,51,여,905-622-5470 x759,terri57@lawrence.com,강원도 춘천시 중앙로 123,user806604,2025-01-08,준중형 SUV,K4,False,2025-01-19,67165004,신용카드,4,온라인,2023-06,캐나다,0,3
1976-04-21,49,남,858.147.4573,ernest75@gmail.com,경상남도 진주시 진주대로 500,user243180,2024-07-14,소형 해치백,KX5,False,2024-08-09,32759185,현금,1,오프라인,2020-05,캐나다,2,0
1973-04-12,52,남,442-870-3966,raymondthomas@thomas-gray.com,세종특별자치시 나성북로 21,user553529,2025-03-17,준중형 SUV,K2,False,2025-03-26,33985141,계좌이체,2,오프라인,2023-04,캐나다,3,1
1973-10-15,52,남,1-704-251-4974,ashley53@sanchez-campbell.com,경상북도 포항시 남구 중앙로 210,user175416,2024-05-25,준중형 SUV,K4,False,2024-06-07,52374496,계좌이체,3,오프라인,2020-09,캐나다,0,3
1982-04-15,43,여,229.585.5300,clopez@velasquez-liu.com,충청남도 천안시 서북구 불당로 48,user528343,2025-02-19,준대형 세단,EV9,True,2025-02-26,51027863,계좌이체,1,오프라인,2020-08,캐나다,1,4
1967-07-30,58,여,197.881.1090,johnbrown@yahoo.com,인천광역시 부평구 부평대로 88,user849224,2025-02-25,준중형 해치백,Sorento,False,2025-03-11,26988249,신용카드,3,오프라인,2021-12,캐나다,2,2
1988-07-22,37,남,818-718-2017 x883,umurphy@hotmail.com,인천광역시 부평구 부평대로 88,user325022,2024-05-05,준중형 해치백,K4,False,2024-05-18,39249492,현금,2,온라인,2023-02,캐나다,2,0
1969-07-13,56,남,(479) 693-1177,michael63@yahoo.com,울산광역시 남구 삼산로 198,user721109,2024-12-15,중형 세단,Sonet,False,2024-12-19,59860120,현금,1,오프라인,2023-04,캐나다,1,5
1964-04-17,61,남,803.389.4803,fjones@williams.com,인천광역시 부평구 부평대로 88,user840534,2024-12-29,소형 해치백,KX3,False,2025-01-09,29974688,계좌이체,3,오프라인,2019-11,캐나다,3,1
1973-08-09,52,남,732-377-6832 x688,dawsonjessica@cruz-newton.com,전라북도 군산시 백릉로 300,user649210,2024-02-24,픽업트럭,K4,False,2024-03-08,59342220,현금,3,오프라인,2019-10,캐나다,1,5
1979-12-09,46,여,(469) 971-7450,travis17@hernandez-gutierrez.biz,인천광역시 부평구 부평대로 88,user759714,2023-09-01,중형 세단,Sonet,False,2023-09-27,33330121,신용카드,6,온라인,2023-07,캐나다,0,3
1971-09-09,54,여,995-825-2229 x911,mccalllindsay@yahoo.com,강원도 춘천시 중앙로 123,user496747,2024-11-25,대형 세단,Telluride,False,2024-12-14,61757103,계좌이체,1,오프라인,2023-02,캐나다,1,4
1964-08-23,61,여,+1 (356) 865-1890,obonilla@gmail.com,인천광역시 부평구 부평대로 88,user131313,2023-10-15,대형 SUV,Zhipao,False,2023-10-25,49067635,신용카드,4,오프라인,2018-07,캐나다,0,3
1996-03-11,29,남,+48 720 089 415,julianlesik@yahoo.com,대전광역시 서구 둔산대로 117,user527487,2024-12-17,준중형 세단,KX3,False,2025-01-06,47126770,현금,1,오프라인,2019-07,동유럽,1,5
1989-02-28,36,여,+48 664 678 427,oskrobaaniela@ppuh.com,경상북도 포항시 남구 중앙로 210,user922059,2025-01-07,대형 SUV,Seltos,False,2025-01-18,51800205,현금,3,오프라인,2020-07,동유럽,0,3
1988-07-27,37,남,+48 534 653 652,andrzej90@grupa.pl,경상북도 포항시 남구 중앙로 210,user966084,2023-01-27,대형 SUV,EV6,True,2023-02-16,36190171,계좌이체,2,온라인,2021-04,동유럽,3,1
1975-10-25,50,여,+48 606 982 025,aleksanderpatalas@interia.pl,경기도 고양시 일산동구 중앙로 1036,user557889,2024-11-16,픽업트럭,K4,False,2024-12-14,51011571,계좌이체,2,오프라인,2022-09,동유럽,1,4
1974-04-04,51,여,574 277 810,qkieloch@hotmail.com,경기도 고양시 일산동구 중앙로 1036,user876866,2024-04-21,준대형 SUV,Optima / K5,False,2024-05-08,26526656,신용카드,4,오프라인,2021-07,동유럽,0,3
1986-04-08,39,여,+48 22 419 13 54,daniel27@interia.pl,울산광역시 남구 삼산로 198,user349199,2025-02-09,대형 세단,Telluride,False,2025-03-06,53230711,신용카드,1,오프라인,2023-01,동유럽,1,4
1968-09-29,57,여,574 672 657,taleksandrzak@wszola.pl,울산광역시 남구 삼산로 198,user672038,2023-07-20,준중형 해치백,K2,False,2023-07-22,40380809,현금,2,온라인,2021-07,동유럽,2,2
1990-02-23,35,남,22 662 23 46,hdrewa@grupa.org,경상남도 진주시 진주대로 500,user334037,2024-12-21,준대형 SUV,K4,False,2024-12-30,28299695,신용카드,3,온라인,2019-09,동유럽,2,0
1971-05-24,54,남,516 495 441,ksaweryszok@yahoo.com,전라남도 목포시 하당로 110,user737920,2024-01-20,픽업트럭,Seltos,False,2024-01-28,23382396,현금,1,오프라인,2019-07,동유럽,2,0
1970-04-28,55,남,608 132 748,vwalkusz@kozdra.pl,울산광역시 남구 삼산로 198,user499636,2024-08-29,준대형 SUV,Sonet,False,2024-09-01,67051856,현금,1,오프라인,2022-05,동유럽,1,5
1981-01-03,44,여,+48 724 338 419,klara37@yahoo.com,부산광역시 동래구 충렬대로 237,user634872,2024-05-01,픽업트럭,KX1,False,2024-05-10,50762851,계좌이체,1,온라인,2022-02,동유럽,1,4
1971-02-06,54,남,662 866 516,dpodsiedlik@cichos.net,전라북도 군산시 백릉로 300,user752847,2024-12-29,준중형 해치백,Zhipao,False,2024-12-30,66191814,계좌이체,2,온라인,2019-06,동유럽,1,5
1975-08-15,50,여,+48 737 757 906,tymonbos@ppuh.com,대전광역시 서구 둔산대로 117,user818258,2024-04-29,준대형 SUV,K4,False,2024-05-29,34248119,신용카드,1,온라인,2023-08,동유럽,2,2
1982-03-19,43,남,+48 791 418 394,vlizurej@hotmail.com,세종특별자치시 나성북로 21,user226615,2023-11-21,소형 해치백,EV6,True,2023-11-25,44244691,계좌이체,1,온라인,2022-05,동유럽,3,1
1965-12-09,60,여,+48 663 400 308,makarukaleks@pernak.pl,대전광역시 서구 둔산대로 117,user398727,2024-03-17,준중형 해치백,EV6,True,2024-04-13,45711842,계좌이체,2,오프라인,2019-04,동유럽,3,1
1985-04-09,40,여,734 859 007,rwoloszczuk@stowarzyszenie.pl,인천광역시 부평구 부평대로 88,user123062,2024-10-11,준대형 세단,Rio(pride),False,2024-10-14,30095541,신용카드,3,오프라인,2020-01,동유럽,0,3
1980-07-15,45,남,+48 32 000 37 52,jozef82@o2.pl,충청북도 청주시 상당구 상당로 82,user350624,2024-10-07,준중형 SUV,Syros,False,2024-11-03,50527222,계좌이체,2,온라인,2019-08,동유럽,1,5
1983-10-02,42,여,576 359 679,wsleczka@onet.pl,경상북도 포항시 남구 중앙로 210,user215226,2025-03-15,준중형 세단,EV9,True,2025-03-18,49933540,현금,2,온라인,2019-11,동유럽,1,4
1990-05-12,35,여,+48 661 032 471,alexdraus@gmail.com,부산광역시 동래구 충렬대로 237,user733232,2023-11-12,중형 세단,C'eed CUV,False,2023-11-14,31431864,신용카드,2,오프라인,2021-12,동유럽,2,2
1998-03-04,27,여,798 916 197,soniasakwa@beker.net,경상북도 포항시 남구 중앙로 210,user664753,2024-03-31,준대형 SUV,Pegas,False,2024-04-26,32870985,현금,2,오프라인,2021-11,동유럽,2,2
1974-09-21,51,여,732 203 921,poslusznaalbert@franik.com,경상남도 진주시 진주대로 500,user291321,2023-01-13,소형 해치백,KX3,False,2023-01-22,64524042,신용카드,4,오프라인,2019-08,동유럽,0,3
1993-10-29,32,여,785 817 978,juliannaleszczuk@latek.pl,대구광역시 달서구 월배로 200,user144835,2023-05-04,픽업트럭,Cerato,False,2023-05-23,29759534,신용카드,1,오프라인,2018-02,동유럽,2,2
1990-06-26,35,남,880 075 406,bladekmarcin@stowarzyszenie.pl,광주광역시 서구 상무중앙로 75,user120199,2024-09-03,준대형 SUV,EV5,True,2024-09-26,55485039,신용카드,3,오프라인,2021-03,동유럽,1,5
1997-12-10,28,여,698 636 202,glancdagmara@o2.pl,부산광역시 동래구 충렬대로 237,user698349,2024-08-30,준대형 세단,Rio(pride),False,2024-09-04,52015264,현금,2,온라인,2023-05,동유럽,1,4
1979-02-19,46,여,694 759 493,krzysztofdej@ppuh.com,서울특별시 종로구 종로1길 36,user721047,2024-12-06,준중형 SUV,EV6,True,2024-12-19,27825085,현금,4,온라인,2022-07,동유럽,0,3
1999-06-18,26,여,32 825 95 19,bondyraolga@gabinety.com,대전광역시 서구 둔산대로 117,user671870,2024-08-06,소형 해치백,Telluride,False,2024-09-03,60706147,계좌이체,1,오프라인,2022-12,동유럽,1,4
1978-10-12,47,남,507 558 485,ignacyjaremko@fundacja.com,경상남도 진주시 진주대로 500,user859614,2024-11-28,중형 SUV,KX3,False,2024-12-17,65326218,계좌이체,1,오프라인,2020-06,동유럽,1,5
